"","varz02","vard2","wdcat"
"15778",0.422342818613184,3.49943498629657,"South"
"15779",0.724005007396615,2.32330306022451,"South"
"15780",0.53010197612299,3.09173718141126,"South"
"15781",0.51169071791758,3.23826123252484,"South"
"15782",0.55388316802225,2.81310401790575,"South"
"15783",0.461622243066502,4.05400157510831,"South"
"15784",0.402401533287219,3.62495204989958,"South"
"15785",0.623645426832922,2.92801022133735,"South"
"15786",0.671366235165758,3.09607017115158,"South"
"15794",0.94022352700208,1.84856484374448,"South"
"15795",0.857057373857552,2.55483148192236,"South"
"15796",0.95572677431393,1.98366262780841,"South"
"15797",1.34633885667787,0.672508178349694,"South"
"15798",1.31460213938198,0.515212026993791,"South"
"15799",0.739171456251855,2.69916748225083,"South"
"15800",0.921400527292118,2.51687269638516,"South"
"15801",0.940387002951728,2.31902880569097,"South"
"15802",0.875824805683693,2.58667943944932,"South"
"15803",0.894479032328383,2.17192670289995,"South"
"15804",0.836404236501508,2.51532717733374,"South"
"15805",1.36091005018696,0.295415616399018,"South"
"15806",0.941140585755233,1.07059183552119,"South"
"15807",0.806350037939705,1.81966069166577,"South"
"15808",0.995856524626901,1.8780242201195,"South"
"15809",1.00573916447263,1.95979657627223,"South"
"15810",0.886802561298961,1.31506237442993,"South"
"15813",1.49089625919775,0.441031759586385,"South"
"15823",0.805788762128345,1.54278058334981,"South"
"15824",0.904028386763796,1.8091718498084,"South"
"15826",0.825682532972846,1.95992702963365,"South"
"15827",0.567317138380869,2.96167157458745,"South"
"15828",0.866022248534438,1.901541063196,"South"
"15829",0.625082078498835,2.23153435226704,"South"
"15830",0.947707492686874,1.89554485471162,"South"
"15831",0.500677653344026,2.834919084277,"South"
"15832",0.537282468222171,3.18625804037227,"South"
"15833",0.626317933930904,2.83213757103615,"South"
"15853",0.190795730157892,5.03401398986248,"South"
"15869",1.40578304120553,0.193378425225173,"South"
"15870",0.984452001022272,1.56365868961351,"South"
"15871",0.893018208930723,1.89108397705,"South"
"15872",1.13883413544402,0.644236300331655,"South"
"15873",1.18073375860045,0.617948511804036,"South"
"15874",1.13223829463335,1.81599017925309,"South"
"15875",0.878084964439389,1.66892438790634,"South"
"15877",1.13550684319444,1.111232947565,"South"
"15878",0.761832741771086,1.83234988742587,"South"
"15879",0.439237313478905,3.32449545369006,"South"
"15891",0.234357626817984,6.17980459358124,"North"
"15901",0.401247984864838,5.27004255252717,"South"
"15902",0.450197061493109,3.61331326765219,"South"
"15903",1.05341181417278,0.936838042423983,"South"
"15920",1.27846427722164,0.610426108793828,"South"
"15921",1.35985849924169,1.17807501434404,"South"
"15922",0.759850718041267,1.50516824102645,"South"
"15923",1.24079616684667,0.551290481819881,"South"
"15924",1.15238874417609,1.64373176319458,"South"
"15925",1.13552866374338,1.25126459772852,"South"
"15926",0.592157877073699,3.43078868536088,"South"
"15927",0.354724577982345,3.60481552976071,"South"
"15928",0.644906863622627,3.03276210566567,"South"
"15957",1.2925154030443,0.545794725443705,"South"
"15958",1.20259128127765,0.717973102741633,"South"
"15963",0.768233598409582,1.99201282520216,"South"
"15964",1.4910846612381,0.367999956773894,"South"
"15965",0.977728841423373,0.666857064875581,"South"
"15967",0.949274295793201,1.53607876096624,"South"
"15968",1.37206076519748,0.692601115870383,"South"
"15969",1.0981439940867,1.57364054370691,"South"
"15970",0.779611586475533,2.50192550991596,"South"
"15972",0.972504578433407,1.80122514333896,"South"
"15974",0.790707375322632,2.39212146885285,"South"
"15975",0.678548328864506,2.49292311809069,"South"
"15976",0.686105821096756,1.97405656433803,"South"
"15977",0.616411258694063,2.36063667633142,"South"
"15978",0.563425125613998,3.1931081616998,"South"
"15979",0.648023478257333,2.60957170230074,"South"
"15980",0.555026152364667,3.06154531420552,"South"
"15981",0.337158962435484,4.10716754266139,"South"
"15985",0.347177018774257,3.88676362453387,"South"
"15997",0.904369410723369,1.91953591903049,"South"
"15998",0.585267443619024,1.73589452377708,"South"
"15999",1.2012351091703,0.773322577478145,"South"
"16000",0.991830361095348,1.36002107877189,"South"
"16002",1.37452795428207,0.715436329899398,"South"
"16011",0.745670652615324,1.36573293953686,"South"
"16012",0.934881181594489,2.00719101594197,"South"
"16013",0.530498434296667,2.8786581392126,"South"
"16014",1.14804570758531,0.654003069060909,"South"
"16015",0.738391658411954,2.22280285509789,"South"
"16016",1.21825223423685,0.692645672190833,"South"
"16017",1.28186626878224,0.734810945130452,"South"
"16018",0.824507477172806,1.5418275408655,"South"
"16019",0.645935315551294,2.6166129000934,"South"
"16020",0.847601121404512,2.36512711833384,"South"
"16021",0.716889283956069,2.33066629312611,"South"
"16022",0.983663253204004,1.75396602705286,"South"
"16023",0.726787334120632,3.08828469441218,"South"
"16024",0.953569198206644,1.74020927182924,"South"
"16025",0.801475839142654,2.82448499884528,"South"
"16026",0.652075299496567,2.76403515975608,"South"
"16027",0.623995503632903,2.20940629955821,"South"
"16032",0.428309032888352,3.41739920010809,"South"
"16036",0.527943435364989,4.04514783214406,"South"
"16037",0.890821656500432,2.64543012752785,"South"
"16038",0.747726883248471,2.76481086991473,"South"
"16039",0.696853305480041,3.20721134564168,"South"
"16040",0.767571302129561,2.818044129476,"South"
"16041",0.631078196619454,3.17138000050663,"South"
"16042",0.532487519221124,3.84072373883592,"South"
"16043",0.384722958678047,4.23988893508341,"South"
"16044",0.871002691967626,2.77491215946952,"South"
"16045",1.00752296946294,1.83123282891992,"South"
"16046",0.944051735316524,1.49344988653946,"South"
"16047",0.874142314413723,1.93780302799907,"South"
"16048",0.775183307753721,2.45922613693891,"South"
"16049",1.17238022025359,0.911020165908798,"South"
"16051",0.562379325112137,2.54683358232426,"South"
"16052",0.87056292251416,1.20168613948168,"South"
"16053",1.04627856675236,0.608798182153014,"South"
"16063",1.61907702925372,0.418691212555567,"South"
"16065",0.90452803469998,1.67310747155893,"South"
"16067",0.921850374293817,1.86179735695019,"South"
"16068",0.688968645261553,2.52553392145396,"South"
"16069",0.983797886663774,1.58678722980597,"South"
"16070",0.423737017542087,3.68557666958801,"South"
"16071",0.647665178689566,3.19299173914265,"South"
"16072",0.239662507320713,5.11360729901856,"South"
"16088",0.646385904495226,3.2489533700916,"South"
"16089",0.974072754841284,2.4442038726974,"South"
"16090",0.848072187171349,2.77479914479538,"South"
"16091",0.854972294656684,2.37085692718225,"South"
"16092",1.23321292207706,1.70448701329014,"South"
"16093",0.611248927635095,2.430977929453,"South"
"16094",1.040772375123,1.1339831046478,"South"
"16096",0.706896875746638,1.40358262443742,"South"
"16097",1.21120152748949,0.235181202944288,"North"
"16098",0.972957528726818,1.15896326913459,"North"
"16099",1.1565216806618,1.0057994300244,"North"
"16111",0.634480483137004,2.45430730355658,"South"
"16112",1.0489846898067,0.845094093628861,"South"
"16113",0.610620917831286,2.15972029315851,"South"
"16115",1.51264991172121,1.43225029907931,"South"
"16116",0.629126825689667,3.54434696753388,"North"
"16117",0.271617179406814,4.79216544464557,"North"
"16119",0.490245188164063,5.02394195802548,"South"
"16120",0.335462291654652,5.7173702356555,"South"
"16127",0.673641362998106,3.13874040468138,"South"
"16128",0.865350004815326,1.84386576032292,"South"
"16140",0.0845552123464115,6.52038148571445,"North"
"16155",0.980733829187915,1.37353834802088,"South"
"16159",1.01664132527501,0.629413625535309,"South"
"16160",0.905649087053486,1.33573189174343,"South"
"16161",0.869213480964271,1.84170860383558,"South"
"16163",0.992023673982712,1.54574286487097,"South"
"16164",0.820606974896307,1.50613571365262,"South"
"16165",1.03438297860286,1.17010272255252,"South"
"16166",0.58567173207334,2.32922943740359,"South"
"16167",0.864649372013127,2.01080278320881,"South"
"16168",0.743912381007531,1.94813529175315,"South"
"16169",0.949814606385943,2.11041389139109,"South"
"16170",0.653370984938013,1.88789205119019,"South"
"16171",0.490036875781919,3.37999957435098,"South"
"16172",0.628958326262911,2.68622026841294,"South"
"16176",0.74907256394097,2.57791061641159,"South"
"16177",0.613735454782536,3.1984051040621,"South"
"16178",0.529582795498434,3.63203716429617,"South"
"16179",0.650729898262699,3.16564472958654,"South"
"16181",0.605794928961378,2.55817885401847,"South"
"16185",0.368364949827959,4.89048537335167,"South"
"16189",0.759049308838487,2.9491358548698,"South"
"16191",1.33970741353341,0.992475763874027,"South"
"16192",0.764288354638428,1.61565161821626,"South"
"16193",0.965420063284249,1.31035153245468,"South"
"16194",1.05833988259849,0.905145139788969,"South"
"16199",0.852635550030681,1.64885621288884,"South"
"16200",0.904893122800162,1.93596324901355,"South"
"16201",1.55504198943721,0.279718478213097,"South"
"16202",0.625892662732364,2.16664867679045,"South"
"16203",0.802787347788954,1.70656922539228,"South"
"16204",0.839780608330477,2.0081624359331,"South"
"16206",0.834785288218555,1.89898521281933,"South"
"16207",0.971891848453023,1.83134859588539,"South"
"16208",1.03462242436659,1.03938554160701,"South"
"16209",0.989033384280667,1.28118877799915,"South"
"16210",1.17197113654706,0.89846068766347,"South"
"16211",0.6372192097473,2.4502575263386,"South"
"16212",0.951200736011988,1.94800291096084,"South"
"16213",1.08387178601722,1.17128171336413,"South"
"16214",1.15216980445453,1.12305249795956,"South"
"16215",0.697263927100161,1.96718867088215,"South"
"16216",0.744974075902362,1.6077212486275,"South"
"16217",1.14535431289935,0.658261350271688,"South"
"16218",1.19493509276887,1.15408265954581,"South"
"16219",1.30669733936278,0.412736430934976,"South"
"16220",0.667430882567655,2.0906600219378,"South"
"16222",0.831387544894892,2.22351988576215,"South"
"16244",1.1165953045228,0.633021286628073,"South"
"16245",0.952531646443732,1.54755976726209,"South"
"16251",1.1961588409524,0.0211170722611108,"South"
"16252",0.997916010709546,2.14625357950753,"South"
"16253",1.19437815705561,1.84013070510519,"South"
"16254",0.699863121231491,2.83547925496225,"South"
"16255",0.965065849100466,2.31638085349904,"South"
"16256",0.997942637738373,2.32122189116716,"South"
"16257",0.73084643357224,3.14951557908895,"South"
"16258",0.425061255920587,4.07617524553192,"South"
"16259",1.17999210300177,1.61697516130161,"South"
"16269",0.163798118076371,6.4250210628259,"North"
"16286",0.619506799868937,3.86018477276178,"North"
"16291",0.793200479525101,2.52770821831514,"South"
"16292",0.807553651936639,3.20211397024449,"South"
"16293",0.99198925798164,2.33454259467735,"South"
"16294",0.662647747440591,2.91536304805264,"South"
"16297",1.22469048812851,1.29628603448332,"South"
"16298",0.941162092821827,2.52483248506961,"South"
"16299",0.979289197158183,2.25406637600881,"South"
"16300",0.966925398309471,2.21153586398325,"South"
"16301",0.845880858015677,2.15470316334964,"South"
"16302",1.4511858134696,0.46034909206241,"South"
"16303",1.45484299634258,1.1848370324532,"South"
"16304",0.829126692850818,2.11172767299697,"South"
"16305",1.03205158296563,2.35465607490964,"South"
"16309",0.99431788449569,1.77240112013697,"South"
"16311",0.995768023672504,1.01502692779008,"South"
"16312",1.13531834846665,1.6998999082561,"South"
"16313",0.593033236675454,3.33242895849251,"South"
"16314",1.08341669863502,1.64654472684983,"South"
"16315",0.72242388272704,2.76528624662909,"South"
"16318",0.699763923679724,2.64776124005785,"South"
"16322",0.665248439321625,3.36341908755724,"South"
"16323",0.543118959074828,3.17874776249198,"South"
"16336",0.535193260084287,2.40861054026496,"South"
"16339",1.0570165737228,1.79088658346161,"South"
